,0
2019-09-04,10583.6617
2019-09-05,10580.27
2019-09-06,10308.0367
2019-09-07,10488.41
2019-09-08,10404.6433
2019-09-09,10314.9717
2019-09-10,10107.7217
2019-09-11,10164.0867
2019-09-12,10433.5567
2019-09-13,10372.5533
2019-09-14,10365.4467
2019-09-15,10312.6683
2019-09-16,10271.015
2019-09-17,10199.905
2019-09-18,10165.3267
2019-09-19,10282.6567
2019-09-20,10179.955
2019-09-21,9989.755
2019-09-22,10036.7067
2019-09-23,9694.5067
2019-09-24,8538.105
2019-09-25,8449.9167
2019-09-26,8075.9667
2019-09-27,8200.2833
2019-09-28,8221.3783
2019-09-29,8067.2683
2019-09-30,8316.8767
2019-10-01,8326.58
2019-10-02,8395.2183
2019-10-03,8246.5417
2019-10-04,8161.3483
2019-10-05,8153.9767
2019-10-06,7868.34
2019-10-07,8217.6333
2019-10-08,8191.0717
2019-10-09,8596.4533
2019-10-10,8590.3733
2019-10-11,8272.395
2019-10-12,8311.8117
2019-10-13,8290.9717
2019-10-14,8362.0733
2019-10-15,8171.27
2019-10-16,8002.8483
2019-10-17,8081.3133
2019-10-18,7966.2667
2019-10-19,7974.0883
2019-10-20,8242.8633
2019-10-21,8221.3733
2019-10-22,8034.545
2019-10-23,7478.905
2019-10-24,7435.8467
2019-10-25,8671.5083
2019-10-26,9261.9983
2019-10-27,9555.305
2019-10-28,9223.2067
2019-10-29,9437.585
2019-10-30,9170.285
2019-10-31,9164.365
2019-11-01,9265.4317
2019-11-02,9312.36
2019-11-03,9211.6
2019-11-04,9424.185
2019-11-05,9326.6033
2019-11-06,9345.69
2019-11-07,9205.8083
2019-11-08,8770.3617
2019-11-09,8813.3567
2019-11-10,9044.7817
2019-11-11,8726.36
2019-11-12,8820.2333
2019-11-13,8775.1017
2019-11-14,8639.1833
2019-11-15,8471.2783
2019-11-16,8496.6
2019-11-17,8516.08
2019-11-18,8191.0667
2019-11-19,8136.2767
2019-11-20,8098.3183
2019-11-21,7633.95
2019-11-22,7292.74
2019-11-23,7335.3217
2019-11-24,6924.8483
2019-11-25,7136.7617
2019-11-26,7175.5267
2019-11-27,7531.8283
2019-11-28,7442.2967
2019-11-29,7770.54
2019-11-30,7571.4083
2019-12-01,7420.8417
2019-12-02,7320.8167
2019-12-03,7312.8833
2019-12-04,7211.35
2019-12-05,7404.4033
2019-12-06,7556.8817
2019-12-07,7517.2
2019-12-08,7539.52
2019-12-09,7351.3367
2019-12-10,7232.8433
2019-12-11,7213.4767
2019-12-12,7199.51
2019-12-13,7263.045
2019-12-14,7077.1517
2019-12-15,7125.8167
2019-12-16,6893.2367
2019-12-17,6633.3717
2019-12-18,7299.7367
2019-12-19,7161.965
2019-12-20,7198.785
2019-12-21,7150.9133
2019-12-22,7520.0433
2019-12-23,7324.495
2019-12-24,7261.025
2019-12-25,7204.0217
2019-12-26,7205.8033
2019-12-27,7259.67
2019-12-28,7313.6933
2019-12-29,7397.535
2019-12-30,7234.615
2019-12-31,7182.4017
2020-01-01,7188.4633
2020-01-02,6961.5683
2020-01-03,7346.58
2020-01-04,7355.855
2020-01-05,7356.3117
2020-01-06,7761.825
2020-01-07,8157.7617
2020-01-08,8042.8733
2020-01-09,7816.9233
2020-01-10,8189.265
2020-01-11,8016.4267
2020-01-12,8178.8833
2020-01-13,8105.4783
2020-01-14,8807.4267
2020-01-15,8808.4867
2020-01-16,8716.9133
2020-01-17,8890.25
2020-01-18,8901.17
2020-01-19,8698.5717
2020-01-20,8631.2883
2020-01-21,8727.6033
2020-01-22,8661.01
2020-01-23,8392.145
2020-01-24,8436.49
2020-01-25,8337.1017
2020-01-26,8602.7417
2020-01-27,8901.5067
2020-01-28,9393.2733
2020-01-29,9290.46
2020-01-30,9508.725
2020-01-31,9346.1333
2020-02-01,9388.6617
2020-02-02,9333.08
2020-02-03,9291.6433
2020-02-04,9175.3367
2020-02-05,9613.4033
2020-02-06,9750.5467
2020-02-07,9808.5967
2020-02-08,9897.6583
2020-02-09,10161.2833
2020-02-10,9852.7183
2020-02-11,10266.1
2020-02-12,10347.9517
2020-02-13,10230.0783
2020-02-14,10356.7567
2020-02-15,9903.0217
2020-02-16,9926.2
2020-02-17,9706.08
2020-02-18,10185.8767
2020-02-19,9593.48
2020-02-20,9607.31
2020-02-21,9695.5583
2020-02-22,9667.8433
2020-02-23,9973.2733
2020-02-24,9664.6333
2020-02-25,9313.92
2020-02-26,8790.12
2020-02-27,8816.585
2020-02-28,8715.6617
2020-02-29,8538.3983
2020-03-01,8540.2567
2020-03-02,8926.2517
2020-03-03,8768.18
2020-03-04,8767.8867
2020-03-05,9073.275
2020-03-06,9165.1517
2020-03-07,8905.9517
2020-03-08,8050.1883
2020-03-09,7944.45
2020-03-10,7899.2267
2020-03-11,7951.17
2020-03-12,4914.085
2020-03-13,5629.5767
2020-03-14,5182.3217
2020-03-15,5360.06
2020-03-16,5043.6783
2020-03-17,5337.0933
2020-03-18,5411.6217
2020-03-19,6180.27
2020-03-20,6206.6117
2020-03-21,6197.6183
2020-03-22,5803.67
2020-03-23,6492.94
2020-03-24,6766.7817
2020-03-25,6687.705
2020-03-26,6709.95
2020-03-27,6698.73
2020-03-28,6226.545
2020-03-29,5882.0067
2020-03-30,6568.805
2020-03-31,6449.95
2020-04-01,6671.95
2020-04-02,6833.05
2020-04-03,6740.075
2020-04-04,6872.915
2020-04-05,6778.61
2020-04-06,7297.75
2020-04-07,7360.37
2020-04-08,7341.15
2020-04-09,7314.95
2020-04-10,6909.95
2020-04-11,6814.05
2020-04-12,7143.45
2020-04-13,6763.065
2020-04-14,6885.1
2020-04-15,6727.15
2020-04-16,7055.8225
2020-04-17,7086.85
2020-04-18,7226.61
2020-04-19,7170.65
2020-04-20,6896.31
2020-04-21,6856.8
2020-04-22,7137.85
2020-04-23,7556.95
2020-04-24,7502.9
2020-04-25,7598.605
2020-04-26,7602.64
2020-04-27,7674.375
2020-04-28,7724.15
2020-04-29,8273.45
2020-04-30,8740.75
2020-05-01,8771.5725
2020-05-02,8891.445
2020-05-03,8819.01
2020-05-04,8801.36
2020-05-05,8900.3
2020-05-06,9248.9475
2020-05-07,9375.95
2020-05-08,9986.6675
2020-05-09,9740.815
2020-05-10,8465.45
2020-05-11,8857.0625
2020-05-12,8729.95
2020-05-13,9099.2
2020-05-14,9582.5825
2020-05-15,9523.595
2020-05-16,9465.05
2020-05-17,9775.125
2020-05-18,9636.55
2020-05-19,9789.75
2020-05-20,9772.205
2020-05-21,9335.15
2020-05-22,9177.8
2020-05-23,9186.8317
2020-05-24,9203.13
2020-05-25,8776.34
2020-05-26,8871.05
2020-05-27,8923.05
2020-05-28,9207.95
2020-05-29,9448.365
2020-05-30,9550.815
2020-05-31,9545.15
2020-06-01,9564.95
2020-06-02,10136.5
2020-06-03,9594.45
2020-06-04,9529.55
2020-06-05,9836.805
2020-06-06,9679.75
2020-06-07,9621.55
2020-06-08,9730.365
2020-06-09,9668.96
2020-06-10,9731.05
2020-06-11,9797.5
2020-06-12,9475.95
2020-06-13,9432.3875
2020-06-14,9421.895
2020-06-15,9137.25
2020-06-16,9490.7375
2020-06-17,9474.64
2020-06-18,9447.25
2020-06-19,9276.15
2020-06-20,9312.005
2020-06-21,9339.125
2020-06-22,9474.9
2020-06-23,9591.715
2020-06-24,9510.3
2020-06-25,9274.1267
2020-06-26,9127.55
2020-06-27,9164.315
2020-06-28,8991.5
2020-06-29,9096.15
2020-06-30,9144.385
2020-07-01,9153.95
2020-07-02,9199.875
2020-07-03,9094.955
2020-07-04,9083.395
2020-07-05,9075.3125
2020-07-06,9203.25
2020-07-07,9265.375
2020-07-08,9279.5833
2020-07-09,9403.85
2020-07-10,9144.715
2020-07-11,9278.05
2020-07-12,9279.05
2020-07-13,9294.6625
2020-07-14,9202.4067
2020-07-15,9214.1275
2020-07-16,9116.325
2020-07-17,9122.22
2020-07-18,9140.2575
2020-07-19,9156.11
2020-07-20,9185.375
2020-07-21,9206.5125
2020-07-22,9357.195
2020-07-23,9511.615
2020-07-24,9544.48
2020-07-25,9601.75
2020-07-26,9712.08
2020-07-27,10300.5
2020-07-28,10985.3117
2020-07-29,10982.5
2020-07-30,11053.5
2020-07-31,11025.5
2020-08-01,11354.1567
2020-08-02,11301.28
2020-08-03,11164.445
2020-08-04,11275.995
2020-08-05,11219.5
2020-08-06,11796.8174
2020-08-07,11827.265
2020-08-08,11568.5
2020-08-09,11666.45
2020-08-10,12010.28
2020-08-11,11832.5
2020-08-12,11342.01
2020-08-13,11565.095
2020-08-14,11759.5
2020-08-15,11895.627
2020-08-16,11908.33
2020-08-17,11856.5
2020-08-18,12327.5
2020-08-19,11918.5
2020-08-20,11833.8974
2020-08-21,11583.1389
2020-08-22,11674.6244
2020-08-23,11611.5
2020-08-24,11744.0127
2020-08-25,11378.726
2020-08-26,11458.8226
2020-08-27,11302.121
2020-08-28,11482.2257
2020-08-29,11515.0444
2020-08-30,11657.0039
2020-08-31,11678.3733
2020-09-01,11964.2087
2020-09-02,11795.7
2020-09-03,11302.8875
2020-09-04,10292.5983
2020-09-05,10439.5
2020-09-06,10110.44
2020-09-07,10164.13
2020-09-08,10316.5833
2020-09-09,10032.5
2020-09-10,10341.016
2020-09-11,10380.5396
2020-09-12,10436.3654
2020-09-13,10313.0686
2020-09-14,10680.2976
2020-09-15,10829.5053
2020-09-16,11033.3835
2020-09-17,10937.1113
2020-09-18,10933.9312
2020-09-19,11048.8793
2020-09-20,10852.9101
2020-09-21,10526.2029
2020-09-22,10531.1646
2020-09-23,10260.033
2020-09-24,10672.9568
2020-09-25,10729.0696
2020-09-26,10741.4765
2020-09-27,10752.3455
2020-09-28,10863.0657
2020-09-29,10764.2844
2020-09-30,10741.5796
2020-10-01,10626.601
2020-10-02,10567.3302
2020-10-03,10555.0287
2020-10-04,10660.6112
2020-10-05,10756.4046
2020-10-06,10589.6264
2020-10-07,10645.7548
2020-10-08,10897.5954
2020-10-09,11063.5317
2020-10-10,11304.4917
2020-10-11,11377.1683
2020-10-12,11545.1583
2020-10-13,11432.475
2020-10-14,11430.8717
2020-10-15,11510.5367
2020-10-16,11325.5217
2020-10-17,11369.9133
2020-10-18,11516.9667
2020-10-19,11758.5467
2020-10-20,11922.975
2020-10-21,12811.4867
2020-10-22,12987.9017
2020-10-23,12940.1067
2020-10-24,13127.055
2020-10-25,13039.0133
2020-10-26,13067.8283
2020-10-27,13638.76
2020-10-28,13276.4533
2020-10-29,13459.7983
2020-10-30,13566.925
2020-10-31,13797.1033
2020-11-01,13762.97
2020-11-02,13567.2233
2020-11-03,14030.79
2020-11-04,14158.81
2020-11-05,15593.555
2020-11-06,15589.0033
2020-11-07,14843.945
2020-11-08,15489.47
2020-11-09,15334.87
2020-11-10,15313.4433
2020-11-11,15706.54
2020-11-12,16301.0267
2020-11-13,16330.3433
2020-11-14,16075.7133
2020-11-15,15968.245
2020-11-16,16720.605
2020-11-17,17676.335
2020-11-18,17785.2667
2020-11-19,17815.0783
2020-11-20,18675.4333
2020-11-21,18697.5133
2020-11-22,18423.5133
2020-11-23,18381.7167
2020-11-24,19161.2683
2020-11-25,18723.5467
2020-11-26,17182.485
2020-11-27,17156.3033
2020-11-28,17737.9667
2020-11-29,18196.5467
2020-11-30,19708.0967
2020-12-01,18795.1967
2020-09-26,10741.4765
2020-09-27,10752.3455
2020-09-28,10863.0657
2020-09-29,10764.2844
2020-09-30,10741.5796
2020-10-01,10626.601
2020-10-02,10567.3302
2020-10-03,10555.0287
2020-10-04,10660.6112
2020-10-05,10756.4046
2020-10-06,10589.6264
2020-10-07,10645.7548
2020-10-08,10897.5954
2020-10-09,11063.5317
2020-10-10,11304.4917
2020-10-11,11377.1683
2020-10-12,11545.1583
2020-10-13,11432.475
2020-10-14,11430.8717
2020-10-15,11510.5367
2020-10-16,11325.5217
2020-10-17,11369.9133
2020-10-18,11516.9667
2020-10-19,11758.5467
2020-10-20,11922.975
2020-10-21,12811.4867
2020-10-22,12987.9017
2020-10-23,12940.1067
2020-10-24,13127.055
2020-10-25,13039.0133
2020-10-26,13067.8283
2020-10-27,13638.76
2020-10-28,13276.4533
2020-10-29,13459.7983
2020-10-30,13566.925
2020-10-31,13797.1033
2020-11-01,13762.97
2020-11-02,13567.2233
2020-11-03,14030.79
2020-11-04,14158.81
2020-11-05,15593.555
2020-11-06,15589.0033
2020-11-07,14843.945
2020-11-08,15489.47
2020-11-09,15334.87
2020-11-10,15313.4433
2020-11-11,15706.54
2020-11-12,16301.0267
2020-11-13,16330.3433
2020-11-14,16075.7133
2020-11-15,15968.245
2020-11-16,16720.605
2020-11-17,17676.335
2020-11-18,17785.2667
2020-11-19,17815.0783
2020-11-20,18675.4333
2020-11-21,18697.5133
2020-11-22,18423.5133
2020-11-23,18381.7167
2020-11-24,19161.2683
2020-11-25,18723.5467
2020-11-26,17182.485
2020-11-27,17156.3033
2020-11-28,17737.9667
2020-11-29,18196.5467
2020-11-30,19708.0967
2020-12-01,18795.1967
2020-12-02,19226.22
2020-12-03,19450.2667
2020-12-04,18657.42
2020-12-05,19157.925
2020-12-06,19386.7117
2020-12-07,19185.3967
2020-12-08,18322.5533
2020-12-09,18553.92
2020-12-10,18255.9233
2020-12-11,18039.7617
2020-12-12,18811.0617
2020-12-13,19168.7533
2020-12-14,19274.8733
2020-12-15,19444.5483
2020-12-16,21349.8467
2020-12-17,22812.2817
2020-12-18,23133.2867
2020-12-19,23835.305
2020-12-20,23458.9967
2020-12-21,22718.225
2020-12-22,23817.3067
2020-12-23,23229.0133
2020-12-24,23729.6483
2020-12-25,24707.8017
2020-12-26,26445.95
2020-12-27,26248.2767
2020-12-28,27041.8667
2020-12-29,27353.9783
2020-12-30,28886.04
2020-12-31,28956.265
2021-01-01,29391.775
2021-01-02,32198.48
2021-01-03,33033.62
2021-01-04,32017.565
2021-01-05,34035.0067
2021-01-06,36826.9783
2021-01-07,39475.6067
2021-01-08,40616.7217
2021-01-09,40227.8683
2021-01-10,38191.55
2021-01-11,35463.1883
2021-01-12,34059.9133
2021-01-13,37375.8033
2021-01-14,39138.075
2021-01-15,36770.0433
2021-01-16,36029.1967
2021-01-17,35845.0217
2021-01-18,36656.9933
2021-01-19,35929.1683
2021-01-20,35510.67
2021-01-21,30838.5
2021-01-22,33018.825
2021-01-23,32106.7033
2021-01-24,32297.165
2021-01-25,32255.35
2021-01-26,32518.3583
2021-01-27,30425.3933
2021-01-28,33420.045
2021-01-29,34264.01
2021-01-30,34324.2717
2021-01-31,33129.7433
2021-02-01,33543.77
2021-02-02,35528.31
2021-02-03,37685.2767
2021-02-04,36984.6783
2021-02-05,38306.2467
2021-02-06,39269.3417
2021-02-07,38862.35
2021-02-08,46436.09
2021-02-09,46502.2933
2021-02-10,44855.6167
2021-02-11,48004.6533
2021-02-12,47410.4033
2021-02-13,47211.6683
2021-02-14,48633.26
2021-02-15,47934.1267
2021-02-16,49185.7283
2021-02-17,52127.32
2021-02-18,51573.4067
2021-02-19,55923.13
2021-02-20,55898.44
2021-02-21,57441.6
2021-02-22,54117.495
2021-02-23,48901.0167
2021-02-24,49734.52
2021-02-25,47104.7833
2021-02-26,46329.74
2021-02-27,46189.3783
2021-02-28,45256.4133
2021-03-01,49619.6433
